level	syncretism_group	lexeme_id	form	n_cells	cells	past_cells	cross_tense	binyan
unvocalized	LX-b9d8b05a05:U2	LX-b9d8b05a05	פרצו	2	PST.3PL|IMP.2MPL	PST.3PL	True	PAAL
unvocalized	LX-b9d8b05a05:U3	LX-b9d8b05a05	תפרוץ	2	FUT.2MSG|FUT.3FSG		False	PAAL
unvocalized	LX-b9d8b05a05:U4	LX-b9d8b05a05	תפרוצנה	2	FUT.2FPL|FUT.3FPL		False	PAAL
unvocalized	LX-ba17312739:U1	LX-ba17312739	חווית	2	PST.2MSG|PST.2FSG	PST.2MSG|PST.2FSG	False	PAAL
unvocalized	LX-ba17312739:U2	LX-ba17312739	חווה	4	PST.3MSG|PRS.MSG|PRS.FSG|IMP.2MSG	PST.3MSG	True	PAAL
unvocalized	LX-ba17312739:U3	LX-ba17312739	חוו	2	PST.3PL|IMP.2MPL	PST.3PL	True	PAAL
unvocalized	LX-ba17312739:U4	LX-ba17312739	תחווה	2	FUT.2MSG|FUT.3FSG		False	PAAL
unvocalized	LX-ba17312739:U5	LX-ba17312739	תחווינה	2	FUT.2FPL|FUT.3FPL		False	PAAL
unvocalized	LX-ba6e15c2a7:U1	LX-ba6e15c2a7	התפרעת	2	PST.2MSG|PST.2FSG	PST.2MSG|PST.2FSG	False	HITPAEL
unvocalized	LX-ba6e15c2a7:U2	LX-ba6e15c2a7	התפרע	2	PST.3MSG|IMP.2MSG	PST.3MSG	True	HITPAEL
unvocalized	LX-ba6e15c2a7:U3	LX-ba6e15c2a7	התפרעו	2	PST.3PL|IMP.2MPL	PST.3PL	True	HITPAEL
unvocalized	LX-ba6e15c2a7:U4	LX-ba6e15c2a7	תתפרע	2	FUT.2MSG|FUT.3FSG		False	HITPAEL
unvocalized	LX-ba6e15c2a7:U5	LX-ba6e15c2a7	תתפרענה	2	FUT.2FPL|FUT.3FPL		False	HITPAEL
unvocalized	LX-ba9b4ec182:U1	LX-ba9b4ec182	איבדת	2	PST.2MSG|PST.2FSG	PST.2MSG|PST.2FSG	False	PIEL
unvocalized	LX-ba9b4ec182:U2	LX-ba9b4ec182	תאבד	2	FUT.2MSG|FUT.3FSG		False	PIEL
unvocalized	LX-ba9b4ec182:U3	LX-ba9b4ec182	תאבדנה	2	FUT.2FPL|FUT.3FPL		False	PIEL
unvocalized	LX-baa093e1cf:U1	LX-baa093e1cf	הוכית	2	PST.2MSG|PST.2FSG	PST.2MSG|PST.2FSG	False	HUFAL
unvocalized	LX-baa093e1cf:U2	LX-baa093e1cf	תוכה	2	FUT.2MSG|FUT.3FSG		False	HUFAL
unvocalized	LX-baa093e1cf:U3	LX-baa093e1cf	תוכינה	2	FUT.2FPL|FUT.3FPL		False	HUFAL
unvocalized	LX-bab2836fec:U1	LX-bab2836fec	אהדת	2	PST.2MSG|PST.2FSG	PST.2MSG|PST.2FSG	False	PAAL
unvocalized	LX-bab2836fec:U2	LX-bab2836fec	אהד	2	PST.3MSG|IMP.2MSG	PST.3MSG	True	PAAL
unvocalized	LX-bab2836fec:U3	LX-bab2836fec	אהדה	2	PST.3FSG|MSDR	PST.3FSG	True	PAAL
unvocalized	LX-bab2836fec:U4	LX-bab2836fec	אהדו	2	PST.3PL|IMP.2MPL	PST.3PL	True	PAAL
unvocalized	LX-bab2836fec:U5	LX-bab2836fec	תאהד	2	FUT.2MSG|FUT.3FSG		False	PAAL
unvocalized	LX-bab2836fec:U6	LX-bab2836fec	תאהדנה	2	FUT.2FPL|FUT.3FPL		False	PAAL
unvocalized	LX-bafc724f01:U1	LX-bafc724f01	התלוננת	2	PST.2MSG|PST.2FSG	PST.2MSG|PST.2FSG	False	HITPAEL
unvocalized	LX-bafc724f01:U2	LX-bafc724f01	התלונן	2	PST.3MSG|IMP.2MSG	PST.3MSG	True	HITPAEL
unvocalized	LX-bafc724f01:U3	LX-bafc724f01	התלוננה	2	PST.3FSG|IMP.2FPL	PST.3FSG	True	HITPAEL
unvocalized	LX-bafc724f01:U4	LX-bafc724f01	התלוננו	3	PST.1PL|PST.3PL|IMP.2MPL	PST.1PL|PST.3PL	True	HITPAEL
unvocalized	LX-bafc724f01:U5	LX-bafc724f01	תתלונן	2	FUT.2MSG|FUT.3FSG		False	HITPAEL
unvocalized	LX-bafc724f01:U6	LX-bafc724f01	תתלוננה	2	FUT.2FPL|FUT.3FPL		False	HITPAEL
unvocalized	LX-bb77b6c1b1:U1	LX-bb77b6c1b1	התבודדת	2	PST.2MSG|PST.2FSG	PST.2MSG|PST.2FSG	False	HITPAEL
unvocalized	LX-bb77b6c1b1:U2	LX-bb77b6c1b1	התבודד	2	PST.3MSG|IMP.2MSG	PST.3MSG	True	HITPAEL
unvocalized	LX-bb77b6c1b1:U3	LX-bb77b6c1b1	התבודדו	2	PST.3PL|IMP.2MPL	PST.3PL	True	HITPAEL
unvocalized	LX-bb77b6c1b1:U4	LX-bb77b6c1b1	תתבודד	2	FUT.2MSG|FUT.3FSG		False	HITPAEL
unvocalized	LX-bb77b6c1b1:U5	LX-bb77b6c1b1	תתבודדנה	2	FUT.2FPL|FUT.3FPL		False	HITPAEL
unvocalized	LX-bb95efdabf:U1	LX-bb95efdabf	פישטת	2	PST.2MSG|PST.2FSG	PST.2MSG|PST.2FSG	False	PIEL
unvocalized	LX-bb95efdabf:U2	LX-bb95efdabf	תפשט	2	FUT.2MSG|FUT.3FSG		False	PIEL
unvocalized	LX-bb95efdabf:U3	LX-bb95efdabf	תפשטנה	2	FUT.2FPL|FUT.3FPL		False	PIEL
unvocalized	LX-bba5c2c463:U1	LX-bba5c2c463	שקטת	2	PST.2MSG|PST.2FSG	PST.2MSG|PST.2FSG	False	PAAL
unvocalized	LX-bba5c2c463:U2	LX-bba5c2c463	שקטו	2	PST.3PL|IMP.2MPL	PST.3PL	True	PAAL
unvocalized	LX-bba5c2c463:U3	LX-bba5c2c463	תשקוט	2	FUT.2MSG|FUT.3FSG		False	PAAL
unvocalized	LX-bba5c2c463:U4	LX-bba5c2c463	תשקוטנה	2	FUT.2FPL|FUT.3FPL		False	PAAL
unvocalized	LX-bbb5072543:U1	LX-bbb5072543	חזרת	2	PST.2MSG|PST.2FSG	PST.2MSG|PST.2FSG	False	PAAL
unvocalized	LX-bbb5072543:U2	LX-bbb5072543	חזרה	2	PST.3FSG|MSDR	PST.3FSG	True	PAAL
unvocalized	LX-bbb5072543:U3	LX-bbb5072543	חזרו	2	PST.3PL|IMP.2MPL	PST.3PL	True	PAAL
unvocalized	LX-bbb5072543:U4	LX-bbb5072543	תחזור	2	FUT.2MSG|FUT.3FSG		False	PAAL
unvocalized	LX-bbb5072543:U5	LX-bbb5072543	תחזורנה	2	FUT.2FPL|FUT.3FPL		False	PAAL
unvocalized	LX-bbf1210689:U1	LX-bbf1210689	הזקת	2	PST.2MSG|PST.2FSG	PST.2MSG|PST.2FSG	False	HIFIL
unvocalized	LX-bbf1210689:U2	LX-bbf1210689	הזיקו	2	PST.3PL|IMP.2MPL	PST.3PL	True	HIFIL
unvocalized	LX-bbf1210689:U3	LX-bbf1210689	תזיק	2	FUT.2MSG|FUT.3FSG		False	HIFIL
unvocalized	LX-bbf1210689:U4	LX-bbf1210689	תזקנה	2	FUT.2FPL|FUT.3FPL		False	HIFIL
unvocalized	LX-bc39ca2850:U1	LX-bc39ca2850	שוחדת	2	PST.2MSG|PST.2FSG	PST.2MSG|PST.2FSG	False	
unvocalized	LX-bc39ca2850:U2	LX-bc39ca2850	תשוחד	2	FUT.2MSG|FUT.3FSG		False	
unvocalized	LX-bc39ca2850:U3	LX-bc39ca2850	תשוחדנה	2	FUT.2FPL|FUT.3FPL		False	
unvocalized	LX-bc41ac231c:U1	LX-bc41ac231c	אימצת	2	PST.2MSG|PST.2FSG	PST.2MSG|PST.2FSG	False	PIEL
unvocalized	LX-bc41ac231c:U2	LX-bc41ac231c	תאמץ	2	FUT.2MSG|FUT.3FSG		False	PIEL
unvocalized	LX-bc41ac231c:U3	LX-bc41ac231c	תאמצנה	2	FUT.2FPL|FUT.3FPL		False	PIEL
unvocalized	LX-bc5f7c42c3:U1	LX-bc5f7c42c3	שיכתבת	2	PST.2MSG|PST.2FSG	PST.2MSG|PST.2FSG	False	
unvocalized	LX-bc5f7c42c3:U2	LX-bc5f7c42c3	תשכתב	2	FUT.2MSG|FUT.3FSG		False	
unvocalized	LX-bc5f7c42c3:U3	LX-bc5f7c42c3	תשכתבנה	2	FUT.2FPL|FUT.3FPL		False	
unvocalized	LX-bc7b3ef67f:U1	LX-bc7b3ef67f	הצטלמת	2	PST.2MSG|PST.2FSG	PST.2MSG|PST.2FSG	False	HITPAEL
unvocalized	LX-bc7b3ef67f:U2	LX-bc7b3ef67f	הצטלם	2	PST.3MSG|IMP.2MSG	PST.3MSG	True	HITPAEL
unvocalized	LX-bc7b3ef67f:U3	LX-bc7b3ef67f	הצטלמו	2	PST.3PL|IMP.2MPL	PST.3PL	True	HITPAEL
unvocalized	LX-bc7b3ef67f:U4	LX-bc7b3ef67f	תצטלם	2	FUT.2MSG|FUT.3FSG		False	HITPAEL
unvocalized	LX-bc7b3ef67f:U5	LX-bc7b3ef67f	תצטלמנה	2	FUT.2FPL|FUT.3FPL		False	HITPAEL
unvocalized	LX-bcb4b554a9:U1	LX-bcb4b554a9	חטפת	2	PST.2MSG|PST.2FSG	PST.2MSG|PST.2FSG	False	PAAL
unvocalized	LX-bcb4b554a9:U2	LX-bcb4b554a9	חטפו	2	PST.3PL|IMP.2MPL	PST.3PL	True	PAAL
unvocalized	LX-bcb4b554a9:U3	LX-bcb4b554a9	תחטוף	2	FUT.2MSG|FUT.3FSG		False	PAAL
unvocalized	LX-bcb4b554a9:U4	LX-bcb4b554a9	תחטופנה	2	FUT.2FPL|FUT.3FPL		False	PAAL
unvocalized	LX-bcc6e77d08:U1	LX-bcc6e77d08	הבהרת	2	PST.2MSG|PST.2FSG	PST.2MSG|PST.2FSG	False	HIFIL
unvocalized	LX-bcc6e77d08:U2	LX-bcc6e77d08	הבהירו	2	PST.3PL|IMP.2MPL	PST.3PL	True	HIFIL
unvocalized	LX-bcc6e77d08:U3	LX-bcc6e77d08	תבהיר	2	FUT.2MSG|FUT.3FSG		False	HIFIL
unvocalized	LX-bcc6e77d08:U4	LX-bcc6e77d08	תבהרנה	2	FUT.2FPL|FUT.3FPL		False	HIFIL
unvocalized	LX-bce671e703:U1	LX-bce671e703	הורית	2	PST.2MSG|PST.2FSG	PST.2MSG|PST.2FSG	False	HIFIL
unvocalized	LX-bce671e703:U2	LX-bce671e703	הורה	2	PST.3MSG|IMP.2MSG	PST.3MSG	True	HIFIL
unvocalized	LX-bce671e703:U3	LX-bce671e703	הורו	2	PST.3PL|IMP.2MPL	PST.3PL	True	HIFIL
unvocalized	LX-bce671e703:U4	LX-bce671e703	מורה	2	PRS.MSG|PRS.FSG		False	HIFIL
unvocalized	LX-bce671e703:U5	LX-bce671e703	תורה	2	FUT.2MSG|FUT.3FSG		False	HIFIL
unvocalized	LX-bce671e703:U6	LX-bce671e703	תורינה	2	FUT.2FPL|FUT.3FPL		False	HIFIL
unvocalized	LX-bd5b8d806e:U1	LX-bd5b8d806e	ביטאת	2	PST.2MSG|PST.2FSG	PST.2MSG|PST.2FSG	False	PIEL
unvocalized	LX-bd5b8d806e:U2	LX-bd5b8d806e	תבטא	2	FUT.2MSG|FUT.3FSG		False	PIEL
unvocalized	LX-bd5b8d806e:U3	LX-bd5b8d806e	תבטאנה	2	FUT.2FPL|FUT.3FPL		False	PIEL
unvocalized	LX-bd64bd5f86:U1	LX-bd64bd5f86	נפגעת	3	PST.2MSG|PST.2FSG|PRS.FSG	PST.2MSG|PST.2FSG	True	
unvocalized	LX-bd64bd5f86:U2	LX-bd64bd5f86	נפגע	2	PST.3MSG|PRS.MSG	PST.3MSG	True	
unvocalized	LX-bd64bd5f86:U3	LX-bd64bd5f86	תיפגע	2	FUT.2MSG|FUT.3FSG		False	
unvocalized	LX-bd64bd5f86:U4	LX-bd64bd5f86	תיפגענה	2	FUT.2FPL|FUT.3FPL		False	
unvocalized	LX-bd8d081d7a:U1	LX-bd8d081d7a	דוכאת	2	PST.2MSG|PST.2FSG	PST.2MSG|PST.2FSG	False	PUAL
unvocalized	LX-bd8d081d7a:U2	LX-bd8d081d7a	תדוכא	2	FUT.2MSG|FUT.3FSG		False	PUAL
unvocalized	LX-bd8d081d7a:U3	LX-bd8d081d7a	תדוכאנה	2	FUT.2FPL|FUT.3FPL		False	PUAL
unvocalized	LX-bdb8967668:U1	LX-bdb8967668	נכשלת	3	PST.2MSG|PST.2FSG|PRS.FSG	PST.2MSG|PST.2FSG	True	NIFAL
unvocalized	LX-bdb8967668:U2	LX-bdb8967668	נכשל	2	PST.3MSG|PRS.MSG	PST.3MSG	True	NIFAL
unvocalized	LX-bdb8967668:U3	LX-bdb8967668	תיכשל	2	FUT.2MSG|FUT.3FSG		False	NIFAL
unvocalized	LX-bdb8967668:U4	LX-bdb8967668	תיכשלנה	2	FUT.2FPL|FUT.3FPL		False	NIFAL
unvocalized	LX-be025cdb2a:U1	LX-be025cdb2a	הנחית	2	PST.2MSG|PST.2FSG	PST.2MSG|PST.2FSG	False	
unvocalized	LX-be025cdb2a:U2	LX-be025cdb2a	הנחה	2	PST.3MSG|IMP.2MSG	PST.3MSG	True	
unvocalized	LX-be025cdb2a:U3	LX-be025cdb2a	הנחו	2	PST.3PL|IMP.2MPL	PST.3PL	True	
unvocalized	LX-be025cdb2a:U4	LX-be025cdb2a	מנחה	2	PRS.MSG|PRS.FSG		False	
unvocalized	LX-be025cdb2a:U5	LX-be025cdb2a	תנחה	2	FUT.2MSG|FUT.3FSG		False	
unvocalized	LX-be025cdb2a:U6	LX-be025cdb2a	תנחינה	2	FUT.2FPL|FUT.3FPL		False	
unvocalized	LX-be357ff004:U1	LX-be357ff004	הימהמת	2	PST.2MSG|PST.2FSG	PST.2MSG|PST.2FSG	False	PIEL
unvocalized	LX-be357ff004:U2	LX-be357ff004	תהמהם	2	FUT.2MSG|FUT.3FSG		False	PIEL
unvocalized	LX-be357ff004:U3	LX-be357ff004	תהמהמנה	2	FUT.2FPL|FUT.3FPL		False	PIEL
unvocalized	LX-be895af0f1:U1	LX-be895af0f1	זבת	2	PST.2MSG|PST.2FSG	PST.2MSG|PST.2FSG	False	PAAL
unvocalized	LX-be895af0f1:U2	LX-be895af0f1	זב	2	PST.3MSG|PRS.MSG	PST.3MSG	True	PAAL
unvocalized	LX-be895af0f1:U3	LX-be895af0f1	זבה	2	PST.3FSG|PRS.FSG	PST.3FSG	True	PAAL
unvocalized	LX-be895af0f1:U4	LX-be895af0f1	תזוב	2	FUT.2MSG|FUT.3FSG		False	PAAL
unvocalized	LX-be895af0f1:U5	LX-be895af0f1	תזובנה	2	FUT.2FPL|FUT.3FPL		False	PAAL
unvocalized	LX-bf0b93114e:U1	LX-bf0b93114e	ביטלת	2	PST.2MSG|PST.2FSG	PST.2MSG|PST.2FSG	False	PIEL
unvocalized	LX-bf0b93114e:U2	LX-bf0b93114e	תבטל	2	FUT.2MSG|FUT.3FSG		False	PIEL
unvocalized	LX-bf0b93114e:U3	LX-bf0b93114e	תבטלנה	2	FUT.2FPL|FUT.3FPL		False	PIEL
unvocalized	LX-bf1c5ed831:U1	LX-bf1c5ed831	חיכית	2	PST.2MSG|PST.2FSG	PST.2MSG|PST.2FSG	False	PIEL
unvocalized	LX-bf1c5ed831:U2	LX-bf1c5ed831	מחכה	2	PRS.MSG|PRS.FSG		False	PIEL
unvocalized	LX-bf1c5ed831:U3	LX-bf1c5ed831	תחכה	2	FUT.2MSG|FUT.3FSG		False	PIEL
unvocalized	LX-bf1c5ed831:U4	LX-bf1c5ed831	תחכינה	2	FUT.2FPL|FUT.3FPL		False	PIEL
unvocalized	LX-bf2dc576e3:U1	LX-bf2dc576e3	רפאת	2	PST.2MSG|PST.2FSG	PST.2MSG|PST.2FSG	False	PAAL
unvocalized	LX-bf2dc576e3:U2	LX-bf2dc576e3	רפא	2	PST.3MSG|IMP.2MSG	PST.3MSG	True	PAAL
unvocalized	LX-bf2dc576e3:U3	LX-bf2dc576e3	רפאו	2	PST.3PL|IMP.2MPL	PST.3PL	True	PAAL
unvocalized	LX-bf2dc576e3:U4	LX-bf2dc576e3	תרפא	2	FUT.2MSG|FUT.3FSG		False	PAAL
unvocalized	LX-bf2dc576e3:U5	LX-bf2dc576e3	תרפאנה	2	FUT.2FPL|FUT.3FPL		False	PAAL
unvocalized	LX-bf89c0b150:U1	LX-bf89c0b150	שבת	2	PST.2MSG|PST.2FSG	PST.2MSG|PST.2FSG	False	PAAL
unvocalized	LX-bf89c0b150:U2	LX-bf89c0b150	שב	2	PST.3MSG|PRS.MSG	PST.3MSG	True	PAAL
unvocalized	LX-bf89c0b150:U3	LX-bf89c0b150	שבה	2	PST.3FSG|PRS.FSG	PST.3FSG	True	PAAL
unvocalized	LX-bf89c0b150:U4	LX-bf89c0b150	תשוב	2	FUT.2MSG|FUT.3FSG		False	PAAL
unvocalized	LX-bf89c0b150:U5	LX-bf89c0b150	תשובנה	2	FUT.2FPL|FUT.3FPL		False	PAAL
unvocalized	LX-bf9a05e950:U1	LX-bf9a05e950	שכחת	2	PST.2MSG|PST.2FSG	PST.2MSG|PST.2FSG	False	PAAL
unvocalized	LX-bf9a05e950:U2	LX-bf9a05e950	שכח	2	PST.3MSG|IMP.2MSG	PST.3MSG	True	PAAL
unvocalized	LX-bf9a05e950:U3	LX-bf9a05e950	שכחו	2	PST.3PL|IMP.2MPL	PST.3PL	True	PAAL
unvocalized	LX-bf9a05e950:U4	LX-bf9a05e950	תשכח	2	FUT.2MSG|FUT.3FSG		False	PAAL
unvocalized	LX-bf9a05e950:U5	LX-bf9a05e950	תשכחנה	2	FUT.2FPL|FUT.3FPL		False	PAAL
unvocalized	LX-bfd2580e9e:U1	LX-bfd2580e9e	נגעת	2	PST.2MSG|PST.2FSG	PST.2MSG|PST.2FSG	False	PAAL
unvocalized	LX-bfd2580e9e:U2	LX-bfd2580e9e	נגע	2	PST.3MSG|IMP.2MSG	PST.3MSG	True	PAAL
unvocalized	LX-bfd2580e9e:U3	LX-bfd2580e9e	נגעו	2	PST.3PL|IMP.2MPL	PST.3PL	True	PAAL
unvocalized	LX-bfd2580e9e:U4	LX-bfd2580e9e	תיגע	2	FUT.2MSG|FUT.3FSG		False	PAAL
unvocalized	LX-bfd2580e9e:U5	LX-bfd2580e9e	תיגענה	2	FUT.2FPL|FUT.3FPL		False	PAAL
unvocalized	LX-bfdee6e589:U1	LX-bfdee6e589	מיפית	2	PST.2MSG|PST.2FSG	PST.2MSG|PST.2FSG	False	PIEL
unvocalized	LX-bfdee6e589:U2	LX-bfdee6e589	ממפה	2	PRS.MSG|PRS.FSG		False	PIEL
unvocalized	LX-bfdee6e589:U3	LX-bfdee6e589	תמפה	2	FUT.2MSG|FUT.3FSG		False	PIEL
unvocalized	LX-bfdee6e589:U4	LX-bfdee6e589	תמפינה	2	FUT.2FPL|FUT.3FPL		False	PIEL
unvocalized	LX-c04cf3a925:U1	LX-c04cf3a925	נראית	3	PST.2MSG|PST.2FSG|PRS.FSG	PST.2MSG|PST.2FSG	True	NIFAL
unvocalized	LX-c04cf3a925:U2	LX-c04cf3a925	נראה	2	PST.3MSG|PRS.MSG	PST.3MSG	True	NIFAL
unvocalized	LX-c04cf3a925:U3	LX-c04cf3a925	תיראה	2	FUT.2MSG|FUT.3FSG		False	NIFAL
unvocalized	LX-c04cf3a925:U4	LX-c04cf3a925	תיראינה	2	FUT.2FPL|FUT.3FPL		False	NIFAL
unvocalized	LX-c05c81dbad:U1	LX-c05c81dbad	שקלת	2	PST.2MSG|PST.2FSG	PST.2MSG|PST.2FSG	False	PAAL
unvocalized	LX-c05c81dbad:U2	LX-c05c81dbad	שקלו	2	PST.3PL|IMP.2MPL	PST.3PL	True	PAAL
unvocalized	LX-c05c81dbad:U3	LX-c05c81dbad	תשקול	2	FUT.2MSG|FUT.3FSG		False	PAAL
unvocalized	LX-c05c81dbad:U4	LX-c05c81dbad	תשקולנה	2	FUT.2FPL|FUT.3FPL		False	PAAL
unvocalized	LX-c0a6efc8c6:U1	LX-c0a6efc8c6	התרוקנת	2	PST.2MSG|PST.2FSG	PST.2MSG|PST.2FSG	False	
unvocalized	LX-c0a6efc8c6:U2	LX-c0a6efc8c6	התרוקן	2	PST.3MSG|IMP.2MSG	PST.3MSG	True	
unvocalized	LX-c0a6efc8c6:U3	LX-c0a6efc8c6	התרוקנה	2	PST.3FSG|IMP.2FPL	PST.3FSG	True	
unvocalized	LX-c0a6efc8c6:U4	LX-c0a6efc8c6	התרוקנו	3	PST.1PL|PST.3PL|IMP.2MPL	PST.1PL|PST.3PL	True	
unvocalized	LX-c0a6efc8c6:U5	LX-c0a6efc8c6	תתרוקן	2	FUT.2MSG|FUT.3FSG		False	
unvocalized	LX-c0a6efc8c6:U6	LX-c0a6efc8c6	תתרוקנה	2	FUT.2FPL|FUT.3FPL		False	
unvocalized	LX-c0c7bcf341:U1	LX-c0c7bcf341	חיפשת	2	PST.2MSG|PST.2FSG	PST.2MSG|PST.2FSG	False	PIEL
unvocalized	LX-c0c7bcf341:U2	LX-c0c7bcf341	תחפש	2	FUT.2MSG|FUT.3FSG		False	PIEL
unvocalized	LX-c0c7bcf341:U3	LX-c0c7bcf341	תחפשנה	2	FUT.2FPL|FUT.3FPL		False	PIEL
unvocalized	LX-c157d29cd8:U1	LX-c157d29cd8	הרטבת	2	PST.2MSG|PST.2FSG	PST.2MSG|PST.2FSG	False	HIFIL
unvocalized	LX-c157d29cd8:U2	LX-c157d29cd8	הרטיבו	2	PST.3PL|IMP.2MPL	PST.3PL	True	HIFIL
unvocalized	LX-c157d29cd8:U3	LX-c157d29cd8	תרטיב	2	FUT.2MSG|FUT.3FSG		False	HIFIL
unvocalized	LX-c157d29cd8:U4	LX-c157d29cd8	תרטבנה	2	FUT.2FPL|FUT.3FPL		False	HIFIL
unvocalized	LX-c181da4369:U1	LX-c181da4369	זקפת	2	PST.2MSG|PST.2FSG	PST.2MSG|PST.2FSG	False	PAAL
unvocalized	LX-c181da4369:U2	LX-c181da4369	זקפו	2	PST.3PL|IMP.2MPL	PST.3PL	True	PAAL
unvocalized	LX-c181da4369:U3	LX-c181da4369	תזקוף	2	FUT.2MSG|FUT.3FSG		False	PAAL
unvocalized	LX-c181da4369:U4	LX-c181da4369	תזקופנה	2	FUT.2FPL|FUT.3FPL		False	PAAL
unvocalized	LX-c1b252996c:U1	LX-c1b252996c	פילפלת	2	PST.2MSG|PST.2FSG	PST.2MSG|PST.2FSG	False	PIEL
unvocalized	LX-c1b252996c:U2	LX-c1b252996c	תפלפל	2	FUT.2MSG|FUT.3FSG		False	PIEL
unvocalized	LX-c1b252996c:U3	LX-c1b252996c	תפלפלנה	2	FUT.2FPL|FUT.3FPL		False	PIEL
unvocalized	LX-c1d0bf9649:U1	LX-c1d0bf9649	הסתערבת	2	PST.2MSG|PST.2FSG	PST.2MSG|PST.2FSG	False	
unvocalized	LX-c1d0bf9649:U2	LX-c1d0bf9649	הסתערב	2	PST.3MSG|IMP.2MSG	PST.3MSG	True	
unvocalized	LX-c1d0bf9649:U3	LX-c1d0bf9649	הסתערבו	2	PST.3PL|IMP.2MPL	PST.3PL	True	
unvocalized	LX-c1d0bf9649:U4	LX-c1d0bf9649	תסתערב	2	FUT.2MSG|FUT.3FSG		False	
unvocalized	LX-c1d0bf9649:U5	LX-c1d0bf9649	תסתערבנה	2	FUT.2FPL|FUT.3FPL		False	
unvocalized	LX-c1e5a303f6:U1	LX-c1e5a303f6	השתחווית	2	PST.2MSG|PST.2FSG	PST.2MSG|PST.2FSG	False	HITPAEL
unvocalized	LX-c1e5a303f6:U2	LX-c1e5a303f6	השתחווה	2	PST.3MSG|IMP.2MSG	PST.3MSG	True	HITPAEL
unvocalized	LX-c1e5a303f6:U3	LX-c1e5a303f6	השתחוו	2	PST.3PL|IMP.2MPL	PST.3PL	True	HITPAEL
unvocalized	LX-c1e5a303f6:U4	LX-c1e5a303f6	משתחווה	2	PRS.MSG|PRS.FSG		False	HITPAEL
unvocalized	LX-c1e5a303f6:U5	LX-c1e5a303f6	תשתחווה	2	FUT.2MSG|FUT.3FSG		False	HITPAEL
unvocalized	LX-c1e5a303f6:U6	LX-c1e5a303f6	תשתחווינה	2	FUT.2FPL|FUT.3FPL		False	HITPAEL
unvocalized	LX-c2004fa5b5:U1	LX-c2004fa5b5	זנית	2	PST.2MSG|PST.2FSG	PST.2MSG|PST.2FSG	False	PAAL
unvocalized	LX-c2004fa5b5:U2	LX-c2004fa5b5	זנה	2	PST.3MSG|IMP.2MSG	PST.3MSG	True	PAAL
unvocalized	LX-c2004fa5b5:U3	LX-c2004fa5b5	זנו	2	PST.3PL|IMP.2MPL	PST.3PL	True	PAAL
unvocalized	LX-c2004fa5b5:U4	LX-c2004fa5b5	זונה	2	PRS.MSG|PRS.FSG		False	PAAL
unvocalized	LX-c2004fa5b5:U5	LX-c2004fa5b5	תזנה	2	FUT.2MSG|FUT.3FSG		False	PAAL
unvocalized	LX-c2004fa5b5:U6	LX-c2004fa5b5	תזנינה	2	FUT.2FPL|FUT.3FPL		False	PAAL
unvocalized	LX-c20a30b9f2:U1	LX-c20a30b9f2	הותקנת	2	PST.2MSG|PST.2FSG	PST.2MSG|PST.2FSG	False	
unvocalized	LX-c20a30b9f2:U2	LX-c20a30b9f2	הותקנו	2	PST.1PL|PST.3PL	PST.1PL|PST.3PL	False	
unvocalized	LX-c20a30b9f2:U3	LX-c20a30b9f2	תותקן	2	FUT.2MSG|FUT.3FSG		False	
unvocalized	LX-c20a30b9f2:U4	LX-c20a30b9f2	תותקנה	2	FUT.2FPL|FUT.3FPL		False	
unvocalized	LX-c24a551a7f:U1	LX-c24a551a7f	הסעת	2	PST.2MSG|PST.2FSG	PST.2MSG|PST.2FSG	False	HIFIL
unvocalized	LX-c24a551a7f:U2	LX-c24a551a7f	הסיעו	2	PST.3PL|IMP.2MPL	PST.3PL	True	HIFIL
unvocalized	LX-c24a551a7f:U3	LX-c24a551a7f	תסיע	2	FUT.2MSG|FUT.3FSG		False	HIFIL
unvocalized	LX-c24a551a7f:U4	LX-c24a551a7f	תסענה	2	FUT.2FPL|FUT.3FPL		False	HIFIL
unvocalized	LX-c2a4598837:U1	LX-c2a4598837	הכלת	2	PST.2MSG|PST.2FSG	PST.2MSG|PST.2FSG	False	HIFIL
unvocalized	LX-c2a4598837:U2	LX-c2a4598837	הכילו	2	PST.3PL|IMP.2MPL	PST.3PL	True	HIFIL
unvocalized	LX-c2a4598837:U3	LX-c2a4598837	תכיל	2	FUT.2MSG|FUT.3FSG		False	HIFIL
unvocalized	LX-c2a4598837:U4	LX-c2a4598837	תכלנה	2	FUT.2FPL|FUT.3FPL		False	HIFIL
unvocalized	LX-c30481b203:U1	LX-c30481b203	כיבית	2	PST.2MSG|PST.2FSG	PST.2MSG|PST.2FSG	False	PIEL
unvocalized	LX-c30481b203:U2	LX-c30481b203	מכבה	2	PRS.MSG|PRS.FSG		False	PIEL
unvocalized	LX-c30481b203:U3	LX-c30481b203	תכבה	2	FUT.2MSG|FUT.3FSG		False	PIEL
unvocalized	LX-c30481b203:U4	LX-c30481b203	תכבינה	2	FUT.2FPL|FUT.3FPL		False	PIEL
unvocalized	LX-c31fd2810d:U1	LX-c31fd2810d	השלגת	2	PST.2MSG|PST.2FSG	PST.2MSG|PST.2FSG	False	HIFIL
unvocalized	LX-c31fd2810d:U2	LX-c31fd2810d	השליגו	2	PST.3PL|IMP.2MPL	PST.3PL	True	HIFIL
